ID,Date,Temperature(C),Humidity(%),WindSpeed(km/h),Rain(mm),TrafficVolume(vehicles/hour),NO2(µg/m3),SO2(µg/m3),CO(mg/m3),PM2.5(µg/m3),PM10(µg/m3),Season,Region,AQI_PM2.5,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI Value,AQI Category,Country,lat,lng
129,2023-05-09,30.5,64.8,20.7,0.4,3308.0,36.2,26.6,1.12,43.1,85.8,Summer,Rural,119.7,66.2,34.2,38.0,12.7,119.7,Unhealthy for Sensitive Groups,Belgium,51.0,4.0
130,2023-05-10,27.5,42.5,15.2,1.0,2499.0,38.7,17.2,1.2,48.4,77.8,Spring,Rural,132.8,62.3,36.5,24.6,13.6,132.8,Unhealthy for Sensitive Groups,Romania,46.5,24.5
131,2023-05-11,22.2,54.6,15.04141700404858,3.7,3081.0,29.7,22.9,1.33,77.8,103.3,Winter,Rural,162.5,74.9,28.0,32.7,15.1,162.5,Unhealthy,Czech Republic,49.8,14.2
132,2023-05-12,30.3,57.5,12.4,0.8,3493.0,27.5,20.7,1.19,81.1,75.2,Summer,Urban,164.2,61.0,25.9,29.6,13.5,164.2,Unhealthy,Austria,48.2085,16.3721
133,2023-05-13,24.7,62.6,12.8,3.3,3434.0,42.3,15.2,0.96,63.9,41.9,Winter,Rural,155.3,38.8,39.9,21.7,10.9,155.3,Unhealthy,France,49.2,0.5
134,2023-05-14,32.4,71.9,19.1,2.1,2811.0,32.2,12.8,0.95,68.0,90.2,Fall,Rural,157.5,68.4,30.4,18.3,10.8,157.5,Unhealthy,Netherlands,53.1,5.5
135,2023-05-15,25.4,52.3,6.9,5.1,3295.0,52.3,6.3,0.98,67.6,143.5,Spring,Urban,157.2,94.8,49.3,9.0,11.1,157.2,Unhealthy,Bulgaria,42.6975,23.3242
136,2023-05-16,37.7,55.0,8.9,5.1,4828.0,25.4,10.6,1.03,49.9,91.1,Spring,Urban,136.5,68.9,24.0,15.1,11.7,136.5,Unhealthy for Sensitive Groups,North Macedonia,41.9965,21.4314
137,2023-05-17,26.1,54.9,20.5,2.9,2764.911133603239,44.9,18.3,1.38,63.6,107.6,Summer,Urban,155.2,77.0,42.4,26.1,15.7,155.2,Unhealthy,Sweden,59.3293,18.0686
138,2023-05-18,28.4,52.0,9.1,2.6,4088.0,29.9,13.5,1.32,40.6,114.0,Spring,Urban,113.6,80.2,28.2,19.3,15.0,113.6,Unhealthy for Sensitive Groups,Italy,41.8919,12.5113
139,2023-05-19,34.1,56.5,5.9,2.1,3616.0,31.8,16.9,1.23,45.6,99.2,Winter,Urban,125.9,72.9,30.0,24.1,14.0,125.9,Unhealthy for Sensitive Groups,Czech Republic,50.088,14.4208
140,2023-05-20,23.8,67.7,24.3,3.3,4247.0,45.4,4.8,1.61,58.7,93.3,Summer,Rural,152.7,70.0,42.8,6.9,18.3,152.7,Unhealthy,Finland,61.0,24.0
141,2023-05-21,31.1,49.5,8.0,0.8,2449.0,33.2,17.3,0.2,44.1,124.6,Spring,Urban,122.2,85.4,31.3,24.7,2.3,122.2,Unhealthy for Sensitive Groups,Netherlands,52.374,4.8897
142,2023-05-22,36.5,64.3,15.9,2.2,1959.0,34.8,20.5,0.86,40.9,100.8,Winter,Rural,114.3,73.7,32.8,29.3,9.8,114.3,Unhealthy for Sensitive Groups,Czech Republic,49.8,14.2
143,2023-05-23,22.0,43.0,15.3,3.2,4930.0,31.9,6.1,1.0,49.3,98.2,Fall,Urban,135.0,72.4,30.1,8.7,11.4,135.0,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
144,2023-05-24,30.9,54.4,0.9,2.6,2951.0,57.9,16.9,0.8,77.2,115.9,Spring,Rural,162.2,81.1,55.2,24.1,9.1,162.2,Unhealthy,Finland,61.0,24.0
145,2023-05-25,31.3,56.7,13.7,0.2,4851.0,33.8,21.7,0.72,83.4,79.4,Spring,Urban,165.4,63.1,31.9,31.0,8.2,165.4,Unhealthy,Romania,44.4323,26.1063
146,2023-05-26,33.9,76.7,17.2,3.9,3567.0,40.5,23.4,0.48,59.5,74.7,Spring,Rural,153.1,60.8,38.2,33.4,5.5,153.1,Unhealthy,Poland,52.0,20.5
147,2023-05-27,23.8,57.3,16.8,5.0,4590.0,38.0,12.5,0.91,68.7,67.5,Fall,Rural,157.8,57.2,35.8,17.9,10.3,157.8,Unhealthy,Sweden,60.0,17.0
148,2023-05-28,23.4,38.0,19.5,3.9,3488.0,42.2,18.9,1.27,51.5,111.4,Spring,Urban,140.4,78.9,39.8,27.0,14.4,140.4,Unhealthy for Sensitive Groups,Czech Republic,50.088,14.4208
149,2023-05-29,32.6,40.0,13.1,4.0,1271.0,33.9,22.1,1.23,29.0,96.7,Fall,Urban,86.5,71.6,32.0,31.6,14.0,86.5,Moderate,Romania,44.4323,26.1063
150,2023-05-30,31.5,60.3,18.6,0.9,1611.0,38.0,17.0,0.77,46.6,116.5,Winter,Rural,128.3,81.4,35.8,24.3,8.8,128.3,Unhealthy for Sensitive Groups,Finland,61.0,24.0
151,2023-05-31,31.3,66.1,11.6,4.2,3811.0,43.9,21.4,1.07,55.4,101.0,Summer,Urban,150.0,73.8,41.4,30.6,12.2,150.0,Unhealthy for Sensitive Groups,Netherlands,52.374,4.8897
152,2023-06-01,31.7,63.8,7.9,2.3,4906.0,31.4,14.8,1.41,62.1,72.6,Winter,Urban,154.4,59.7,29.6,21.1,16.0,154.4,Unhealthy,Hungary,47.4984,19.0408
153,2023-06-02,26.6,61.7,8.5,3.0,2094.0,50.9,17.0,0.54,58.5,92.9,Winter,Rural,152.5,69.8,48.0,24.3,6.1,152.5,Unhealthy,Spain,37.5,-4.5
154,2023-06-03,31.2,71.6,7.7,2.7,3229.0,51.9,11.9,0.95,55.8,117.9,Summer,Rural,151.2,82.1,49.0,17.0,10.8,151.2,Unhealthy,Denmark,55.5,12.0
155,2023-06-04,31.5,54.6,20.0,1.8,1781.0,46.1,14.2,1.09,51.4,94.8,Summer,Urban,140.2,70.7,43.5,20.3,12.4,140.2,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
156,2023-06-05,26.4,68.9,7.4,0.3,4085.0,40.7,17.2,1.0,65.2,123.7,Spring,Rural,156.0,85.0,38.4,24.6,11.4,156.0,Unhealthy,Hungary,47.2,18.8
157,2023-06-06,39.3,43.7,16.4,1.8,3328.0,10.1,11.5,1.26,39.5,90.9,Fall,Rural,110.8,68.8,9.5,16.4,14.3,110.8,Unhealthy for Sensitive Groups,United Kingdom,54.0,-1.5
158,2023-06-07,32.4,51.0,13.7,4.0,2873.0,44.2,13.9,0.55,72.0,114.4,Spring,Urban,159.5,80.4,41.7,19.9,6.2,159.5,Unhealthy,Portugal,38.7167,-9.1399
159,2023-06-08,24.0,41.9,14.5,1.1,841.0,36.1,18.8,0.7,51.2,64.3,Winter,Urban,139.7,55.6,34.1,26.9,8.0,139.7,Unhealthy for Sensitive Groups,Hungary,47.4984,19.0408
160,2023-06-09,33.3,57.3,21.8,3.8,3318.0,37.5,25.3,1.2,91.0,95.5,Fall,Urban,169.3,71.0,35.4,36.1,13.6,169.3,Unhealthy,Spain,40.4165,-3.7026
161,2023-06-10,25.1,59.5,12.8,3.5,3425.0,21.0,4.8,0.49,55.3,92.3,Spring,Urban,149.8,69.5,19.8,6.9,5.6,149.8,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
162,2023-06-11,33.9,61.1,18.1,1.4,1772.0,44.9,24.9,1.24,52.8,72.0,Summer,Urban,143.6,59.4,42.4,35.6,14.1,143.6,Unhealthy for Sensitive Groups,Hungary,47.4984,19.0408
163,2023-06-12,35.8,60.6,15.2,4.8,1209.0,25.5,13.7,1.13,51.6,122.2,Summer,Urban,140.6,84.3,24.1,19.6,12.8,140.6,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,43.8486,18.3564
164,2023-06-13,25.9,50.7,14.2,1.3,1238.0,41.2,19.8,1.22,52.9,87.2,Spring,Urban,143.8,66.9,38.9,28.3,13.9,143.8,Unhealthy for Sensitive Groups,United Kingdom,51.5074,-0.1278
165,2023-06-14,34.8,58.1,26.5,5.0,2278.0,49.0,20.8,0.86,69.1,85.1,Fall,Urban,158.0,65.9,46.2,29.7,9.8,158.0,Unhealthy,Spain,40.4165,-3.7026
166,2023-06-15,32.1,45.0,7.8,2.9,4630.0,35.3,22.8,1.15,59.4,126.0,Winter,Urban,153.0,86.1,33.3,32.6,13.1,153.0,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
167,2023-06-16,34.1,73.6,21.4,2.0,4218.0,52.2,11.4,0.65,74.8,103.2,Fall,Rural,161.0,74.9,49.2,16.3,7.4,161.0,Unhealthy,Czech Republic,49.8,14.2
168,2023-06-17,39.5,57.0,18.3,0.2,509.0,32.5,13.9,0.88,67.0,115.6,Spring,Rural,156.9,81.0,30.7,19.9,10.0,156.9,Unhealthy,Spain,37.5,-4.5
169,2023-06-18,28.8,55.1,12.6,1.8,2237.0,46.0,14.7,1.01,60.5,65.9,Summer,Rural,153.6,56.4,43.4,21.0,11.5,153.6,Unhealthy,Finland,61.0,24.0
170,2023-06-19,26.2,75.9,23.1,1.6,2764.911133603239,27.0,13.2,0.73,65.6,84.0,Summer,Urban,156.2,65.4,25.5,18.9,8.3,156.2,Unhealthy,Bulgaria,42.6975,23.3242
171,2023-06-20,25.6,47.6,5.8,0.5,2058.0,50.3,21.6,1.07,77.9,141.7,Winter,Rural,162.6,93.9,47.5,30.9,12.2,162.6,Unhealthy,Portugal,38.5,-8.0
172,2023-06-21,25.9,48.7,12.4,1.6,2642.0,48.8,14.6,0.66,69.9,117.1,Summer,Rural,158.4,81.7,46.0,20.9,7.5,158.4,Unhealthy,Denmark,55.5,12.0
173,2023-06-22,29.6,49.0,9.0,0.4,3123.0,44.7,6.9,1.08,64.2,78.5,Winter,Urban,155.5,62.6,42.2,9.9,12.3,155.5,Unhealthy,Romania,44.4323,26.1063
174,2023-06-23,31.7,59.3,17.1,3.2,4500.0,36.1,11.8,1.52,66.3,104.5,Winter,Urban,156.6,75.5,34.1,16.9,17.3,156.6,Unhealthy,Serbia,44.804,20.4651
175,2023-06-24,31.4,64.3,9.4,4.6,2643.0,26.0,7.1,0.62,42.7,80.1,Fall,Rural,118.7,63.4,24.5,10.1,7.0,118.7,Unhealthy for Sensitive Groups,Czech Republic,49.8,14.2
176,2023-06-25,34.1,67.4,17.2,0.5,1364.0,36.1,13.9,0.99,98.6,127.9,Fall,Urban,173.3,87.1,34.1,19.9,11.2,173.3,Unhealthy,Finland,60.1695,24.9355
177,2023-06-26,30.1,85.7,14.1,5.4,2300.0,51.1,18.4,0.51,67.9,54.6,Spring,Urban,157.4,,48.2,26.3,5.8,157.4,Unhealthy,Belgium,50.8505,4.3488
178,2023-06-27,37.3,37.5,12.6,1.7,3952.0,41.3,11.7,0.75,69.4,105.5,Spring,Rural,158.2,76.0,39.0,16.7,8.5,158.2,Unhealthy,France,49.2,0.5
179,2023-06-28,28.7,66.1,16.9,0.0,3216.0,24.5,13.0,1.21,59.6,105.2,Winter,Urban,153.1,75.8,23.1,18.6,13.8,153.1,Unhealthy,Romania,44.4323,26.1063
180,2023-06-29,43.6,54.4,13.7,3.5,4802.0,28.8,13.6,0.87,25.5,77.7,Spring,Rural,79.2,62.2,27.2,19.4,9.9,79.2,Moderate,Italy,41.6,12.3
181,2023-06-30,33.1,54.1,9.6,1.1,2309.0,52.5,15.7,1.22,56.0,94.5,Summer,Rural,151.3,70.6,49.5,22.4,13.9,151.3,Unhealthy,Romania,46.5,24.5
182,2023-07-01,25.7,53.8,29.0,1.8,2764.911133603239,44.9,17.6,1.11,61.1,107.5,Winter,Urban,153.9,77.0,42.4,25.1,12.6,153.9,Unhealthy,Poland,52.2298,21.0118
183,2023-07-02,24.6,50.9,15.04141700404858,1.2,2497.0,27.7,19.0,0.98,47.7,64.4,Winter,Urban,131.0,55.7,26.1,27.1,11.1,131.0,Unhealthy for Sensitive Groups,Poland,52.2298,21.0118
184,2023-07-03,32.4,76.8,3.9,0.4,3431.0,22.3,26.3,0.69,47.5,74.4,Spring,Rural,130.5,60.6,21.0,37.6,7.8,130.5,Unhealthy for Sensitive Groups,Belgium,51.0,4.0
185,2023-07-04,28.9,68.4,10.8,3.4,2630.0,33.7,15.6,1.21,54.9,96.9,Fall,Rural,148.8,71.7,31.8,22.3,13.8,148.8,Unhealthy for Sensitive Groups,Spain,37.5,-4.5
186,2023-07-05,33.6,60.2,8.7,1.4,4912.0,21.5,18.7,1.09,71.6,83.3,Winter,Urban,159.3,65.0,20.3,26.7,12.4,159.3,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
187,2023-07-06,32.4,73.5,19.1,0.9,3192.0,38.4,7.1,0.54,78.8,90.7,Winter,Rural,163.0,68.7,36.2,10.1,6.1,163.0,Unhealthy,Bosnia and Herzegovina,44.0,17.9
188,2023-07-07,29.6,44.9,16.6,3.1,3676.0,64.5,13.1,0.71,62.6,99.6,Fall,Urban,154.7,73.1,62.2,18.7,8.1,154.7,Unhealthy,Germany,52.52,13.405
189,2023-07-08,25.8,46.7,17.0,0.4,3296.0,24.0,13.6,0.17,51.5,81.8,Fall,Rural,140.4,64.3,22.6,19.4,1.9,140.4,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
190,2023-07-09,22.4,38.2,13.1,0.3,2055.0,38.1,9.9,0.59,54.6,99.5,Winter,Urban,148.0,73.0,35.9,14.1,6.7,148.0,Unhealthy for Sensitive Groups,Sweden,59.3293,18.0686
191,2023-07-10,27.8,53.0,13.6,4.4,4190.0,53.1,12.3,0.91,61.5,106.0,Spring,Rural,154.1,76.2,,17.6,10.3,154.1,Unhealthy,Czech Republic,49.8,14.2
192,2023-07-11,34.3,61.6,13.1,0.4,4072.0,47.5,14.5,0.68,63.3,115.6,Winter,Urban,155.0,81.0,44.8,20.7,7.7,155.0,Unhealthy,United Kingdom,51.5074,-0.1278
193,2023-07-12,31.1,61.0,14.6,2.6,4943.0,38.5,12.5,0.75,66.5,75.1,Winter,Urban,156.7,60.9,36.3,17.9,8.5,156.7,Unhealthy,Spain,40.4165,-3.7026
194,2023-07-13,23.8,61.5,19.2,3.2,830.0,38.5,28.0,1.42,53.4,87.4,Winter,Urban,145.1,67.0,36.3,40.0,16.1,145.1,Unhealthy for Sensitive Groups,United Kingdom,51.5074,-0.1278
195,2023-07-14,30.9,45.9,16.7,1.4,2444.0,28.4,17.6,1.31,67.9,111.8,Spring,Rural,157.4,79.1,26.8,25.1,14.9,157.4,Unhealthy,Serbia,44.5,20.2
196,2023-07-15,31.9,68.0,17.5,1.6,4458.0,37.3,25.0,0.79,66.8,70.4,Fall,Urban,156.8,58.6,35.2,35.7,9.0,156.8,Unhealthy,Spain,40.4165,-3.7026
197,2023-07-16,25.6,62.4,17.5,1.4,2184.0,42.4,22.5,1.24,54.1,102.1,Winter,Rural,146.8,74.3,40.0,32.1,14.1,146.8,Unhealthy for Sensitive Groups,Poland,52.0,20.5
198,2023-07-17,30.8,67.3,19.4,2.5,2936.0,51.1,11.8,1.36,34.2,100.6,Fall,Rural,97.5,73.6,48.2,16.9,15.5,97.5,Moderate,Spain,37.5,-4.5
199,2023-07-18,30.3,41.1,16.4,0.5,1470.0,33.8,15.2,1.19,46.7,48.3,Winter,Urban,128.6,44.7,31.9,21.7,13.5,128.6,Unhealthy for Sensitive Groups,Romania,44.4323,26.1063
200,2023-07-19,24.3,63.1,16.8,5.0,1246.0,38.1,12.8,1.09,83.5,90.1,Spring,Urban,165.5,68.4,35.9,18.3,12.4,165.5,Unhealthy,Bulgaria,42.6975,23.3242
201,2023-07-20,31.8,48.1,20.9,1.0,2684.0,30.5,14.2,1.33,34.6,106.6,Winter,Rural,98.3,76.5,28.8,20.3,15.1,98.3,Moderate,Czech Republic,49.8,14.2
202,2023-07-21,32.8,56.0,11.7,2.9,1884.0,42.3,10.1,1.23,79.8,95.8,Winter,Rural,163.5,71.2,39.9,14.4,14.0,163.5,Unhealthy,Spain,37.5,-4.5
203,2023-07-22,35.4,65.3,10.7,3.3,4530.0,47.8,12.8,0.64,34.1,90.5,Fall,Rural,97.3,68.6,45.1,18.3,7.3,97.3,Moderate,Italy,41.6,12.3
204,2023-07-23,35.3,60.9,9.1,0.5,1518.0,46.3,16.8,0.94,48.4,103.1,Winter,Rural,132.8,74.8,43.7,24.0,10.7,132.8,Unhealthy for Sensitive Groups,Italy,41.6,12.3
205,2023-07-24,23.1,51.5,15.9,0.0,3078.0,28.3,16.7,0.83,54.4,119.8,Winter,Urban,147.5,83.1,26.7,23.9,9.4,147.5,Unhealthy for Sensitive Groups,North Macedonia,41.9965,21.4314
206,2023-07-25,25.3,60.1,5.7,4.0,4611.0,41.5,16.3,1.35,86.7,110.8,Winter,Rural,167.1,78.6,39.2,23.3,15.3,167.1,Unhealthy,Romania,46.5,24.5
207,2023-07-26,32.6,44.7,17.3,0.0,4440.0,33.2,14.7,0.83,60.4,84.9,Fall,Urban,153.5,65.8,31.3,21.0,9.4,153.5,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
208,2023-07-27,32.6,71.5,14.5,0.8,2524.0,50.1,19.3,0.77,56.8,70.8,Summer,Urban,151.7,58.8,47.3,27.6,8.8,151.7,Unhealthy,Netherlands,52.374,4.8897
209,2023-07-28,32.6,57.9,20.7,3.8,2042.0,38.4,13.7,1.31,46.0,110.4,Fall,Rural,126.9,78.4,36.2,19.6,14.9,126.9,Unhealthy for Sensitive Groups,North Macedonia,41.8,21.2
210,2023-07-29,49.3,71.2,11.6,2.1,3211.0,24.8,22.0,1.08,67.8,76.4,Winter,Rural,157.4,61.6,23.4,31.4,12.3,157.4,Unhealthy,Spain,37.5,-4.5
211,2023-07-30,32.9,54.7,14.0,1.6,3546.0,37.8,5.8,1.63,52.3,89.4,Summer,Rural,142.4,68.0,35.7,8.3,18.5,142.4,Unhealthy for Sensitive Groups,Czech Republic,49.8,14.2
212,2023-07-31,35.7,54.8,20.6,5.5,1954.0,44.6,18.3,0.74,56.6,104.0,Fall,Rural,151.6,75.3,42.1,26.1,8.4,151.6,Unhealthy,Spain,37.5,-4.5
213,2023-08-01,34.8,52.4,21.9,0.9,3503.0,42.4,17.4,0.84,54.6,122.9,Fall,Rural,148.0,84.6,40.0,24.9,9.5,148.0,Unhealthy for Sensitive Groups,Netherlands,53.1,5.5
214,2023-08-02,33.3,68.8,11.6,1.2,2764.911133603239,34.9,11.6,1.34,70.8,125.7,Summer,Rural,158.9,86.0,32.9,16.6,15.2,158.9,Unhealthy,Belgium,51.0,4.0
215,2023-08-03,28.4,52.9,15.9,2.5,4920.0,34.1,13.2,0.62,71.4,101.2,Summer,Urban,159.2,73.9,32.2,18.9,7.0,159.2,Unhealthy,Germany,52.52,13.405
216,2023-08-04,33.8,66.4,16.5,3.3,4373.0,30.1,17.3,1.4,46.6,89.8,Summer,Urban,128.3,68.2,28.4,24.7,15.9,128.3,Unhealthy for Sensitive Groups,Poland,52.2298,21.0118
217,2023-08-05,26.1,56.2,16.9,5.9,621.0,36.1,19.6,0.64,50.6,76.0,Summer,Rural,138.2,61.4,34.1,28.0,7.3,138.2,Unhealthy for Sensitive Groups,Netherlands,53.1,5.5
218,2023-08-06,28.8,40.2,13.7,1.3,1976.0,31.4,6.3,1.18,49.1,139.2,Spring,Rural,134.5,92.7,29.6,9.0,13.4,134.5,Unhealthy for Sensitive Groups,Bulgaria,42.5,23.0
219,2023-08-07,27.6,54.3,21.4,3.7,765.0,49.7,18.1,0.45,62.8,94.2,Spring,Rural,154.8,70.4,46.9,25.9,5.1,154.8,Unhealthy,Poland,52.0,20.5
220,2023-08-08,30.4,48.2,5.6,3.5,527.0,31.0,12.7,1.01,73.6,113.6,Spring,Rural,160.3,80.0,29.2,18.1,11.5,160.3,Unhealthy,Serbia,44.5,20.2
221,2023-08-09,41.6,60.3,12.9,1.7,2624.0,41.2,20.6,0.59,62.9,103.9,Summer,Rural,154.8,75.2,38.9,29.4,6.7,154.8,Unhealthy,Czech Republic,49.8,14.2
222,2023-08-10,20.7,48.1,17.2,3.6,931.0,40.5,5.8,1.58,27.1,90.1,Winter,Urban,82.5,68.4,38.2,8.3,18.0,82.5,Moderate,Bulgaria,42.6975,23.3242
223,2023-08-11,33.4,69.3,17.3,3.9,4277.0,49.5,27.2,0.68,71.4,89.2,Winter,Urban,159.2,67.9,46.7,38.9,7.7,159.2,Unhealthy,Romania,44.4323,26.1063
224,2023-08-12,21.9,59.1,21.8,0.8,1585.0,50.9,10.6,0.75,39.8,72.3,Winter,Urban,111.6,59.6,48.0,15.1,8.5,111.6,Unhealthy for Sensitive Groups,Poland,52.2298,21.0118
225,2023-08-13,27.6,58.2,21.0,5.5,2594.0,47.0,22.1,1.16,49.3,122.4,Fall,Rural,135.0,84.4,44.3,31.6,13.2,135.0,Unhealthy for Sensitive Groups,Austria,47.5,11.5
226,2023-08-14,35.4,66.6,13.6,1.1,2985.0,43.5,14.7,0.82,63.0,97.6,Winter,Rural,154.9,72.1,41.0,21.0,9.3,154.9,Unhealthy,Germany,48.8,11.5
227,2023-08-15,30.3,69.6,21.5,0.3,600.0,29.5,10.9,1.21,58.7,128.6,Spring,Rural,152.7,87.4,27.8,15.6,13.8,152.7,Unhealthy,Netherlands,53.1,5.5
228,2023-08-16,24.6,59.8,11.4,1.5,2654.0,29.3,16.3,0.79,73.1,91.0,Summer,Urban,160.1,68.8,27.6,23.3,9.0,160.1,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
229,2023-08-17,26.4,52.3,19.7,5.8,3548.0,31.5,20.1,0.76,50.8,94.0,Fall,Rural,138.7,70.3,29.7,28.7,8.6,138.7,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
230,2023-08-18,33.4,42.3,24.1,1.4,1299.0,47.5,7.2,0.99,45.5,77.3,Spring,Rural,125.6,62.0,44.8,10.3,11.2,125.6,Unhealthy for Sensitive Groups,Germany,48.8,11.5
231,2023-08-19,26.3,53.1,21.1,1.9,4322.0,40.7,18.5,0.63,55.3,93.8,Winter,Urban,149.8,70.2,38.4,26.4,7.2,149.8,Unhealthy for Sensitive Groups,Poland,52.2298,21.0118
232,2023-08-20,31.1,53.8,15.5,4.9,1795.0,48.7,14.9,1.12,74.7,75.2,Summer,Rural,160.9,61.0,45.9,21.3,12.7,160.9,Unhealthy,Poland,52.0,20.5
233,2023-08-21,30.2,61.1,13.3,1.4,934.0,50.0,17.9,1.26,69.4,108.1,Winter,Urban,158.2,77.3,47.2,25.6,14.3,158.2,Unhealthy,Germany,52.52,13.405
234,2023-08-22,26.7,56.5,7.4,0.4,4304.0,32.7,15.1,1.17,61.3,102.2,Spring,Urban,154.0,74.4,30.8,21.6,13.3,154.0,Unhealthy,Portugal,38.7167,-9.1399
235,2023-08-23,40.7,66.9,16.6,1.2,3113.0,40.3,12.1,1.19,79.9,129.5,Spring,Rural,163.6,87.9,38.0,17.3,13.5,163.6,Unhealthy,Bulgaria,42.5,23.0
236,2023-08-24,33.2,53.9,9.4,4.7,1415.0,39.9,9.4,0.42,77.2,70.8,Spring,Rural,162.2,58.8,37.6,13.4,4.8,162.2,Unhealthy,Bosnia and Herzegovina,44.0,17.9
237,2023-08-25,19.9,59.4,11.0,2.1,2775.0,36.7,18.4,0.86,71.8,124.3,Winter,Rural,159.4,85.3,34.6,26.3,9.8,159.4,Unhealthy,Spain,37.5,-4.5
238,2023-08-26,30.9,71.8,9.0,5.9,2764.911133603239,34.7,18.3,0.93,42.3,80.4,Summer,Urban,117.7,63.6,32.7,26.1,10.6,117.7,Unhealthy for Sensitive Groups,Czech Republic,50.088,14.4208
239,2023-08-27,26.7,63.4,12.7,3.5,2795.0,51.8,18.3,1.44,71.7,106.9,Summer,Urban,159.4,76.7,48.9,26.1,16.4,159.4,Unhealthy,Poland,52.2298,21.0118
240,2023-08-28,34.3,59.4,14.9,0.7,4578.0,40.5,17.1,0.83,57.0,77.1,Fall,Urban,151.8,61.9,38.2,24.4,9.4,151.8,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
241,2023-08-29,26.0,54.0,16.4,2.1,1931.0,40.1,19.7,0.31,54.1,104.1,Fall,Rural,146.8,75.3,37.8,28.1,3.5,146.8,Unhealthy for Sensitive Groups,Spain,37.5,-4.5
242,2023-08-30,29.4,53.7,15.04141700404858,0.3,2861.0,32.0,22.0,0.7,49.8,49.8,Fall,Urban,136.2,46.1,30.2,31.4,8.0,136.2,Unhealthy for Sensitive Groups,Germany,52.52,13.405
243,2023-08-31,32.5,51.5,20.3,0.7,4632.0,46.8,5.6,0.8,57.4,86.6,Spring,Rural,152.0,66.6,44.2,8.0,9.1,152.0,Unhealthy,Italy,41.6,12.3
244,2023-09-01,34.3,54.6,14.0,11.0,1223.0,29.9,3.3,0.35,50.6,102.1,Summer,Urban,138.2,74.3,28.2,4.7,4.0,138.2,Unhealthy for Sensitive Groups,Czech Republic,50.088,14.4208
245,2023-09-02,24.0,67.6,11.1,4.0,2047.0,44.5,23.6,1.29,62.5,135.1,Winter,Urban,154.6,90.6,42.0,33.7,14.7,154.6,Unhealthy,United Kingdom,51.5074,-0.1278
246,2023-09-03,28.3,57.8,16.1,3.7,1479.0,44.8,8.3,0.53,57.4,57.4,Summer,Urban,152.0,52.2,42.3,11.9,6.0,152.0,Unhealthy,Spain,40.4165,-3.7026
247,2023-09-04,27.6,46.5,24.8,0.8,583.0,35.9,9.6,1.13,63.3,100.0,Winter,Rural,155.0,73.3,33.9,13.7,12.8,155.0,Unhealthy,Poland,52.0,20.5
248,2023-09-05,26.7,77.7,16.7,5.1,3986.0,43.2,13.6,0.67,68.3,89.6,Fall,Rural,157.6,68.1,40.8,19.4,7.6,157.6,Unhealthy,Belgium,51.0,4.0
249,2023-09-06,38.8,63.2,13.2,4.2,1865.0,41.9,6.7,1.45,55.6,61.7,Spring,Urban,151.1,54.3,39.5,9.6,16.5,151.1,Unhealthy,Portugal,38.7167,-9.1399
250,2023-09-07,32.0,45.9,7.4,5.8,1049.0,39.6,13.1,0.92,48.9,77.5,Spring,Rural,134.0,62.1,37.4,18.7,10.5,134.0,Unhealthy for Sensitive Groups,North Macedonia,41.8,21.2
251,2023-09-08,23.7,55.6,13.9,5.7,3992.0,40.1,10.3,0.86,29.9,90.6,Fall,Rural,88.4,68.6,37.8,14.7,9.8,88.4,Moderate,Bosnia and Herzegovina,44.0,17.9
252,2023-09-09,34.6,61.1,16.2,1.0,3262.0,40.6,13.8,1.16,71.6,109.3,Spring,Rural,159.3,77.9,38.3,19.7,13.2,159.3,Unhealthy,Romania,46.5,24.5
253,2023-09-10,40.6,77.0,13.1,0.2,4353.0,41.3,16.4,0.7,61.2,101.8,Fall,Urban,153.9,74.2,39.0,23.4,8.0,153.9,Unhealthy,Portugal,38.7167,-9.1399
254,2023-09-11,35.2,48.9,6.7,0.0,3699.0,40.6,13.3,1.17,57.4,73.8,Summer,Urban,152.0,60.3,38.3,19.0,13.3,152.0,Unhealthy,Sweden,59.3293,18.0686
255,2023-09-12,22.4,69.8,10.7,0.1,651.0,29.0,13.0,0.86,77.6,63.3,Winter,Rural,162.4,55.1,27.4,18.6,9.8,162.4,Unhealthy,Hungary,47.2,18.8
256,2023-09-13,27.6,74.0,22.3,2.6,3998.0,38.5,16.3,0.82,40.7,108.4,Spring,Urban,113.8,77.4,36.3,23.3,9.3,113.8,Unhealthy for Sensitive Groups,Hungary,47.4984,19.0408
257,2023-09-14,36.3,53.7,22.2,0.9,2764.911133603239,42.6,20.2,0.97,60.8,96.1,Fall,Rural,153.7,71.3,40.2,28.9,11.0,153.7,Unhealthy,Portugal,38.5,-8.0
